Author,Node full name,Node short name,Type of node,Start,End,Description,Image link,Video link,Location,Country,Location coordinates,Target participant qualifier 1,Target participant qualifier 2,Number of participants,Type of engagement,Type of audience,Duration,Made by,Inspired by,In opposition to,In response to,Associated / works with,Exhibited with,Exhibited at
AF,"Rick Lowe, Watts House Project","Lowe, Watts House Project",Interventions,16/03/1997,06/07/1997,"Expanding from his previous work on Project Row Houses in Texas, for 'Uncommon Sense', Rick Lowe exhibited documents and examples from his new community building project Watts House Project. Although not fully realised until 2008, in the 1997 exhibition, Lowe presented documents and plans from residents and city planners, including a potential artist-in-residence programme. The project was carefully designed to integrate the artist's work with the needs and wishes of the community, eventually turning the housing into live-in artworks. The project was eventually realised with artist Edgar Arceneaux as director in 2008. ",,,"Museum of Contemporary Art, Los Angeles, USA ",USA ,"34.053167, -118.250434",All,Shared background,,Generative,Exhibition/museum visitors,,Rick Lowe,"Joseph Beuys, ",,Rick Lowe Project Row Houses ,,,Uncommon Sense MoCA
,Rick Lowe,Rick Lowe,Artists,,,,,,,,,,,,,,,,,,,,,
AF,"Rick Lowe, Project Row Houses ","Lowe, Project Row Houses",Interventions,1993,,"Prior to his project Watts House Project for 'Uncommon Sense' in 1997, Rick Lowe was one of the instigating artists of Project Row Houses in Houston Texas, a project which continues today. The project grew from a group of local artists who wanted to consider the intersection of creative and artistic practices with the historic communities they lived in. The project incorporates a row of existing housing in the neighbourhood and uses it as a space for creative and innovative practices around art, social housing, community, education and sustainability, amongst other concerns. The project also involved James Bettison, Bert Long, Jesse Lott, Floyd Newsum, Bert Samples, and George Smith",,,"Houston, Texas, USA",USA,"29.731864, -95.364968",All,Shared background,,,,,Rick Lowe,"Joseph Beuys, John Biggers  ",,,,,
,John Biggers,John Biggers,Artists,,,,,,,,,,,,,,,,,,,,,
AF,"Thomas Hirschhorn, Bataille Monument","Hirschhorn, Bataille Monument",Interventions,08/06/2002,15/09/2002,"For documenta 11, Thomas Hirschhorn produced a collaborative, participatory space outside of the normal exhibition spaces of the art event. In this case, Hirschhorn chose a housing complex within Kassel, the site of documenta, which was a Turkish-German area, primarily occupied by immigrant tenants. Hirschhorn used the housing itself to build his monument, but also employed some of its residents to work on it at the same time, integrating the local community into the creation of the artwork. Amongst the makeshift buildings erected by Hirschhorn were a library and a television studio, and spaces for spray painting and graffiti were also provided, allowing the residents and the public to engage with the project, in creating, using, and responding to it.  ",http://www.installationart.net/Images/HirschhornBatailleMonument0.jpg,,"Friedrich-Wöhler Siedlung, Kassel, Germany ",Germany ,"51.310974, 9.500344",Ethnic/social group,,,Mixed,Exhibition/museum visitors,,Thomas Hirschhorn,"Georges Bataille, ",,,Okwui Enwezor ,,documenta 11
,Georges Bataille ,Georges Bataille ,Researchers/Thinkers,,,,,,,,,,,,,,,,,,,,,
,Andy Warhol,Andy Warhol,Artists,,,,,,,,,,,,,,,,,,,,,
,Okwui Enwezor,Okwui Enwezor,Curators,,,,,,,,,,,,,,,,,,,,,
VR,documenta 11,documenta 11,Exhibitions,08/06/2002,15/09/2002,,,,,,,,,,,,,Okwui Enwezor,,,,,,
AF,"Pawel Althamer, Brodno","Althamer, Brodno",Performances,01/02/2000,,"In Februry 2000 Pawel Althamer instigated a participatory art project involving his neighbours, in his building of flats. Over the course of an evening, the families participating were instructed to turn on and off certain lights within their flats, resulting in the adjoining windows marking out '2000' in light. The performance then extended into an evening of community celebration, including a firework display and music. ",http://artmuseum.pl/en/filmoteka/praca/althamer-pawel-brodno-2000,,"13 Krasnobrodzka Street, Warsaw, Poland",Poland ,"52.300793, 21.045411",All,,200 families ,Instructed,Passers-by,30 minutes,Pawel Althamer,,,,,,
AF,"Pawel Althamer, Common Task","Althamer, Common Task",Exhibitions,12/12/2009,07/03/2010,"Pawel Althamer's long running collaborative, participatory work 'Common Task' involved - as with Brodno - participation from his neighbours. In this case, a small group were given golden spacesuits, which made them stand out at strangers or outsiders from those local to the area. In 2009, the group travelled to Oxford, where documentation of their previous travels was on display as part of an exhibition of the same name. On this occasion, members of the public in Oxford, visiting the museum, were also invited to participate in the journey. Visitors to the museum could board a recreated spaceship, try on one of the gold spacesuits, and participate in the groups activities, including exploring the local countryside. ",https://www.modernartoxford.org.uk/wp-content/uploads/2014/10/201003311005303377.jpg,,"Modern Art Oxford, Oxford, UK ",UK ,"51.750761, -1.258965",All,,,Mixed,Exhibition/museum visitors,,Pawel Althamer,,,,,,
,Pawel Althamer,Pawel Althamer,,,,,,,,,,,,,,,,,,,,Grzegroz Kowalski,,Double Agent ICA 2008
,Grzegorz Kowalski,Grzegorz Kowalski,Artists,,,,,,,,,,,,,,,,,,,Pawel Althamer ,,
AF,The Art of Participation: 1950 to Now ,The Art of Participation ,Exhibitions,08/11/2008,08/02/2009,"The Art of Participation explored the development of participatory art practices from 1950 to the present day, through performance and conceptual artworks, to digital and web-based contemporary projects. Curated by Rudolf Frieling, the works on show explored co-authorship, social intervention, installation and interaction, and technology, amongst other concepts relating to public participation. As well as artworks on display, there were also series of film screenings and talks about issues, movements, and artists related to the subject matter. ",https://s3-us-west-2.amazonaws.com/sfmomamedia/media/t/uploads/images/NSR8X4xWXygm.jpg,,"SFMoMA, San Francisco, USA ",USA ,"37.785413, -122.400922",,,,,,,,,,,,,
,San Francisco MoMA,SFMoMA,Institutions - Art,,,,,,,,,,,,,,,,,,,,,
AF,"Antony Gormley, One & Other ","Gormley, One & Other ",Interventions,06/07/2009,14/10/2009,"One & Other was Antony Gormley's project for the empty 'Fourth Plint' in Trafalgar Square, a space surrounded by public sculpture and framed by the National Gallery. His response to the commission to fill the space was to engage the public in participation; for 100 days, the plinth was occupied - for one hour at a time - by members of the public. They were able to talk about any subject which interested them, undertake any activity they wanted, and interact with passers by as they wished. ","http://www.antonygormley.com/uploads/images/179%20One%20and%20Other,%20Clare%20Richardson%20images.jpg",,"Trafalgar Square, London, UK ",UK ,"51.507959, -0.128112",All,,2400,Devised,Passers-by,"100 days, 24 hours per day",Antony Gormley ,,,,,,
,Antony Gormley ,Antony Gormley ,Artists,,,,,,,,,,,,,,,,,,,,,
AF,"Ewa Partum, Visual Poetry","Partum, Visual Poetry",Performances,25/11/2006,,"Ewa Partum performed and presented Visual Poetry as part of UBS Openings: Saturday Live Word Sculpture at Tate Modern. Beginning with Partum throwing paper letter cutouts into the Turbine Hall, and rearranging these into words or phrases, or into shapes and patterns on the floor. After Partum's solo performance, members of the public participated in the work, using the words and letters to create shortform poems, or to simply write their names, and then using their bodies to create patterns amongst them. Partum envisioned the work as a struggle against patriarchal language rules, and making the museum a space in which to explore the freedom and fluidity of languge without rules. ",http://images.tate.org.uk/sites/default/files/styles/grid-normal-12-cols/public/images/ewapartum2.jpg?itok=-GvYyuOX,,"Tate Modern, London, UK ",UK ,"51.5075953,-0.1015451",,,,,,,Ewa Partum ,,,,,,
,Ewa Partum ,Ewa Partum ,Artists,,,,,,,,,,,,,,,,,,,,,
AF,"Helio Oiticica, Parangoles ","Oiticica, Parangoles ",Performances,28/05/2007,,"As part of UBS Openings: The  Long Weekend at Tate Modern, a restaging of Helio Oiticica's Parangoles was presented. Working alongside the London School of Samba, Tate invited teachers to instruct the public in samba movements, offering short workshops for those on the Level 4 concourse, and then performing themselves in the Turbine Hall. Public participants then created the 'Parangoles', made from a folded 3 metre cloth, following instructions written by Oiticica, and circulated these amongst themselves. They were asked, while wearing them, to consider how their movement changed the parangoles, and how the parangoles changed their movement. This extension of Oiticica's original work with groups in Brazil, the Tate iteration of the 'Parangoles' project sought to create a community through a shared exploration of movement and participation. ",http://images.tate.org.uk/sites/default/files/styles/grid-normal-12-cols/public/images/ivo0288.jpg?itok=S6riAARU,,"Tate Modern, London, UK ",UK ,"51.5075953,-0.1015452",All,,,Mixed,Exhibition/museum visitors,,,,,,,,UBS Openings: Long Weekend Tate Modern 2007 
AF,"Helio Oiticica, Parangoles ","Oiticica, Parangoles ",Other artwork,1964,1968,,http://images.tate.org.uk/sites/default/files/images/helio_oiticica_p07_parangole_cape.jpg,,"Rio de Janeiro, Brazil",Brazil ,"-22.890453, -43.631431",,,,,,,Helio Oiticica ,,,,,,
,Helio Oiticica  ,Helio Oiticica,Artists,,,,,,,,,,,,,,,,"Piet Mondrian, Paul Klee, Ivan Serpa ",,,"Lygia Clark, ",,
AF,"UBS Openings: Long Weekend, Tate Modern, 2007 ","UBS Openings: Long Weekend, Tate Modern",Exhibitions,25/05/2007,28/05/2007,,,,"Tate Modern, London, UK ",UK ,"51.5075953,-0.1015452",,,,,,,,,,,,,
AF,"Prue Lang and Matieu Briand, Did you ever want to be someone else? ","Lang and Briand, Did you ever want to be someone else? ",Performances,28/05/2007,,"Prue Lang and Mathieu Briand presented Did you ever want to be someone else? as part of the 2007 Long Weekend at Tate modern. Involving approximately 100 participants, who had answered a newspaper advert, the work involved the particpants wearing specially adapted masks and following a series of instructions sent to them by text message over the course of an hour. The artists were particularly interested in exploring how people's social behaviours and actions changed, individually and as a group, with a loss or lack of identity. ",http://www.pruelang.com/wp-content/uploads/didyou-3-398x600.jpg,,"Tate Modern, London, UK ",UK ,"51.5075953,-0.1015453",All,,100,Instructed,Exhibition/museum visitors,1 hour,"Prue Lang, Matieu Briand",,,,,,UBS Openings: Long Weekend Tate Modern 2007 
,Prue Lang,Prue Lang,Artists,,,,,,,,,,,,,,,,,,,,,
,Matieu Briand,Matieu Briand,Artists,,,,,,,,,,,,,,,,,,,,,
AF,"Tania Bruguera, Tatlin's Whisper #5 2008","Bruguera, Tatlin's Whisper #5 ",Interventions,26/01/2008,27/01/2008,"Presented as part of UBS Openings: Live - Living Currency, Tania Bruguera's work Tatlin's Whisper #5  was part of her series of works of the same name, which aimed to bring to light political and societal structures of power. In the case of Tatlin's Whisper #5, Bruguera explored the nature of police force. She contracted two mounted police officers, from the Metropolitan Police in London, who entered the Turbine Hall Bridge on horseback. They proceded to carry out crowd control measures actively used by mounted police in London on the visitors on the Turbine Bridge, controlling the flow of movement, and occasionally sectioning off groups from the rest of the public. The work was unannounced, and after six key manoeuvres had been carried out, they left the space and the visitors were free to move unimpeded. ",http://images.tate.org.uk/sites/default/files/images/performance_tania_bruguera_tatlins_whisper_turbine_hall_0.jpg,http://www.tate.org.uk/research/publications/performance-at-tate/resources/films-and-videos/tania-bruguera-tate-shots,"Tate Modern, London, UK ",UK ,"51.5075953,-0.1015454",All,Other,,Instructed,Exhibition/museum visitors,,Tania Bruguera,,,,,,The Living Currency: Tate Modern
AF,"Tania Bruguera, Tatlin's Whisper #5 2008/2016","Bruguera, Tatlin's Whisper #5 ",Interventions,15/06/2016,03/07/2016,"Having been acquired by Tate as part of the collection of live art works, Tania Bruguera's Tatlin's Whisper #5 was re-performed during the opening of the Tate Modern extension, the Switch House, in 2016. A slightly extended version, occuring for one 40 minute intervention every Saturday and Sunday for the duration of the live works programme, was carried out on the Turbine Hall Bridge at Tate Modern. Two members of the mounted police force of the Metropolitan Police were contracted to carry out crowd control measures used by the police force at similar crowded events, on the visitors to Tate Modern. With the opening of the new space in the museum, the Bridge had become a thoroughfare, and so the mounted police not only controlled how the visitors moved around the space of the Bridge, but also how they moved between parts of the gallery.  ",,,"Tate Modern, London, UK ",UK ,"51.5075953,-0.1015455",All,Other,,Instructed,Exhibition/museum visitors,,Tania Bruguera,,,,,,
AF,"David Lamelas, Time, 1970/2008","Lamelas, Time",Performances,26/01/2008,27/01/2008,"Created in 1970, and acquired by Tate in 2006, David Lamelas's Time has a simple concept at its centre. Visitors to the museum are invited to stand on a line drawn across a space within the museum, or immediately outside it, and pass the time at minute intervals to one another. Lamelas permits them to speak in whatever language they prefer, and requests that all the participants remain on the line as they collectively encounter the experience of a minute. Once the end of the line is reached, the final participant announces the time aloud to those gathered in the space. In the 2008 presentation of the work at Tate Modern for UBS Openings: Live - The Living Currency, Time was presented on the Turbine Hall Bridge, where it occasionally interacted with other performance works being shown in the same space. ",,,"Tate Modern, London, UK ",UK ,"51.5075953,-0.1015456",All,Other,,Instructed,Exhibition/museum visitors,,David Lamelas,,,,,,The Living Currency: Tate Modern
AF,"David Lamelas, Time, 1970/2016","Lamelas, Time",Performances,15/06/2016,03/07/2016,"Created in 1970, and acquired by Tate in 2006, David Lamelas's Time has a simple concept at its centre. Visitors to the museum are invited to stand on a line drawn across a space within the museum, or immediately outside it, and pass the time at minute intervals to one another. Lamelas permits them to speak in whatever language they prefer, and requests that all the participants remain on the line as they collectively encounter the experience of a minute. Once the end of the line is reached, the final participant announces the time aloud to those gathered in the space.In 2016, the work was presented at Tate Modern during the opening of the Switch  House extension, along with a number  of other live art works from Tate's collection. In this case, the line was created on the Turbine Hall Ramp and visitors moving through the space were invited to participate. ",,,"Tate Modern, London, UK ",UK ,"51.5075953,-0.1015457",All,Other,,Instructed,Exhibition/museum visitors,,David Lamelas,,,,,,
AF,David Lamelas,David Lamelas ,Artists,,,,,,,,,,,,,,,,,,,,,
AF,"UBS Openings: Live - The Living Currency, Tate Modern ",The Living Currency: Tate Modern,Exhibitions,26/01/2008,27/01/2008,,,,"Tate Modern, London, UK ",UK ,"51.5075953,-0.1015455",,,,,,,,,,,,,
AF,"Lucy Harrison, Social Cement","Harrison, Social Cement",Interventions,01/07/2016,01/01/2017,"Lucy Harrison is the first artist to take up residency in the new community space, opened at Tate Modern with the Switch House extension in 2016. Harrison will work with local community groups, from Southwark and Lambeth, to explore Tate's collections and other ways in which members of the community can engage with spaces at Tate Modern. As well as exploring the use of the space within Tate, Harrison will also engage with the local community groups in their own spaces, creating a dialogue between them, and then facilitating the display of ephemera, photographs, and writing from the groups within the community space.  ",,,"Tate Modern, London, UK ",UK ,"51.5075953,-0.1015456",Ethnic/social group,Shared background,,Mixed,Exhibition/museum visitors,,Lucy Harrison ,,,,,,
,Lucy Harrison ,Lucy Harrison ,Artists,,,,,,,,,,,,,,,,,,,,,
AF,"Santiago Sierra, Group of Persons Facing a Wall, 2002/2008","Sierra, Group of Persons Facing a Wall",Performances,26/01/2008,27/01/2008,"As part of the event UBS Openings: Live - The Living Currency, at Tate Modern, Santiago Sierra presented a work in keeping with his focus on participatory artworks involving those on the margins of society. Group of Persons Facing a Wall, first performed in 2002 with six people, saw nine homeless women stand for an hour facing the wall of the Turbine Hall as visitors to the museum walked past them. The women were paid the equivalent as the cost of a night's stay in a hostel in order to complete the work. ",,,"Tate Modern, London, UK ",UK ,"51.5075953,-0.1015457",Gender identity,Shared background,9,Instructed,Exhibition/museum visitors,1 hour ,Santiago Sierra,,,,,,The Living Currency: Tate Modern
,Santiago Sierra,Santiago Sierra,Artists,,,,,,,,,,,,,,,,"Vito Acconci, Bruce Nauman, Robert Smithson ",,,,,
,Vito Acconci ,,,,,,,,,,,,,,,,,,,,,,,
,Robert Smithson ,,,,,,,,,,,,,,,,,,,,,,,
,Bruce Nauman ,,,,,,,,,,,,,,,,,,,,,,,
AF,"Hamish Fulton, Slowwalk for Ai Weiwei","Fulton, Slowwalk for Ai Weiwei",Performances,30/04/2011,,"In response to the disappearance of Chinese artist Ai Weiwei, Hamish Fulton invited a group of volunteers to participate in a 'slowwalk' across the length and breadth of the Turbine Hall, where Ai Weiwei's Sunflower Seeds was on display. Participants were asked to walk slowly across the Turbine Hall over two hours, making four crossings of the Turbine Ramp in that time. The work took place in silence, with each of the participants adjusting their speed to carry out Fulton's specific instructions. ",,,"Tate Modern, London, UK ",UK ,"51.5075953,-0.1015458",All,Other,c. 108,Instructed,Exhibition/museum visitors,2 hours,Hamish Fulton,Ai Weiwei,,,,,
,Hamish Fulton,Hamish Fulton,Artists,,,,,,,,,,,,,,,,,,,,,
AF,"Harrell Fletcher, Where I'm Calling From ","Fletcher, Where I'm Calling From ",Performances,28/06/2012,,"As his response to the invitation to create a work for Tate's 'Performance Room', Harrell Fletcher chose to relocate London buskers into the McAuley Gallery space, and broadcast their music on the live stream. In a discussion of the work, Fletcher acknowledged that it fit in with his preferred method of creating works, in which he creates the framework and structure of the work, and organises it, and then invites local participants to fulfill its potential. In this case, Fletcher selected a single busker, Stanley Prospere, who performed for the duration of the 'Performance Room', and took part in the customary post-performance interview with Fletcher and curator Catherine Wood. Prospere was paid for his time participating in the work, and his music was encountered by a significant digital audience through the live streamed element.  ",,,"Tate Modern, London, UK ",UK ,"51.5075953,-0.1015458",All,Profession,1,Generative,Mixed,,Harrell Fletcher,,,,,,
,Harrell Fletcher,Harrell Fletcher,Artists,,,,,,,,,,,,,,,,,,,,,
AF,"Kateřina Šedá, From Morning Till Night","Šedá, From Morning Till Night ",Performances,03/09/2011,,"In 2011, Kateřina Šedá invited eighty volunteers from the Czech village of Bedřichovice to 'perform' their village in London. Creating the boundaries of the village around Tate Modern and St Paul's, Šedá invited the participants to play games, dance, and sing, as well as carrying out their everyday tasks, including hanging out the washing and sweeping where the main street would be. From sunrise until sunset, the villagers acted as they would do on a normal day in the village, overlaying their everyday movements onto the spaces of London. ",https://www.google.co.uk/search?q=katerina+seda+from+morning+till+night&rls=com.microsoft:en-GB:IE-Address&biw=1280&bih=908&source=lnms&tbm=isch&sa=X&ved=0ahUKEwinp-aX06rQAhVEDcAKHYUeDK4Q_AUIBygC#imgrc=PtkbxXcVX6MMqM%3A,,"Tate Modern, London, UK",UK ,"51.5075953,-0.1015458",Ethnic/social group,Shared background,80,Mixed,Exhibition/museum visitors,13.5 hours ,Kateřina Šedá,,,,,,
AF,"Hayward Gallery, Wide Open School","Hayward Gallery, Wide Open School ",Initiatives,11/06/2012,11/07/2012,"The Wide Open School was an initiative by the Hayward Gallery to bring the public into contact with 100 significant artists through workshops, performances, discussions, and collaborations. The programme was not designed to be an art school, but to faciliate a new type of participatory learning for visitors to the museum, across a range of subjects, genres, and media, with artists from over 40 countries. ","http://www.e-flux.com/wp-content/uploads/2012/05/b393c_may2_hayward_img.jpg?b8c429,1440",,"Hayward Gallery, London, UK ",UK ,"51.506293, -0.115264",All,,,Mixed,Participants only,,,,,,"Tania Bruguera, Jeremy Deller, Harrell Fletcher, Thomas Hirschhorn, Suzanne Lacy, Amalia Pica, Pedro Reyes, Kateřina Šedá ",,
AF,"Tania Bruguera, Creating a Profession: Behaviour Art ","Bruguera, Creating a Profession ",Interventions,04/07/2012,08/07/2012,"As her contribution to the Hayward Gallery's Wide Open School initiative, Tania Bruguera facilitated an intensive five day course. Over the five days, participants were challenged to create an entirely new profession, in response to something in every day life which they found objectionable. The new profession was researched, developed, discussed, and then presented to the general public at the end of the course. ",,,"Hayward Gallery, London, UK ",UK ,"51.506293, -0.115264",All,,,Workshop,Mixed,5 days,Tania Bruguera,,,,,,Hayward Gallery Wide Open School 
AF,"Jeremy Deller and Ed Hall, Banner Making Workshop ","Deller and Hall, Banner Making Workshop ",Interventions,19/06/2012,,"During the Hayward Gallery's Wide Open School initiative, Jeremy Deller and Ed Hall ran a workshop which looked into the place and value of handmade placards in political and social demonstration. After a discussion session, participants were invited to create their own banners, thinking about their effectiveness and imagery. ",,,"Hayward Gallery, London, UK ",UK ,"51.506293, -0.115264",All,,,Workshop,Participants only,1 day,"Jeremy Deller, Ed Hall",,,,,,Hayward Gallery Wide Open School 
,Ed Hall,Ed Hall,Artists,,,,,,,,,,,,,,,,,,,,,
AF,"Harrell Fletcher, Investigating, Understanding and Promoting local grass roots organisations ","Fletcher, Hayward Class",Interventions,26/06/2012,30/06/2012,"As part of the Hayward Gallery's Wide Open School initiative, Harrell Fletcher ran a series of afternoon classes which focused on Art and Social Practice. Each daily session focused on a different aspect of Art and Social Practice, drawing from the work of Fletcher and others working in the field. Participants in the classes were also invited to create flyers and posters related to local grass roots organisations, which could be displayed at the Hayward and beyond. ",,,"Hayward Gallery, London, UK ",UK ,"51.506293, -0.115264",All,,,Workshop,Participants only,,Harrell Fletcher,,,,,,Hayward Gallery Wide Open School 
AF,"Jeanne van Heeswijk, Public Faculty No. 4","van Heeswijk, Public Faculty No. 4",Interventions,07/07/2012,09/07/2012,"Drawing on Joseph Beuys's Richtkraefte, for the Hayward Gallery's Wide Open School initiative, Jeanne van Heeswijk presented the fourth iteration of her Public Faculty project. Visitors to Wide Open School because participants in the project, and were invited to share, incorporating the medium of the blackboard, knowledge and insights into the happenings of the day. The work began with van Heeswijk sitting at the front of the Hayward, alongside philosopher Johan Siebers and psychoanalyst Maaike Engelen, discussing the potential for learning in public spaces, and collective social learning. Visitors were free to interact and engage with the conversations, which resulted in performative actions using the blackboards. ",,,"Hayward Gallery, London, UK ",UK ,"51.506293, -0.115264",All,,50,Discursive,Passers-by,,Jeanne van Heeswijk,Joseph Beuys ,,Joseph Beuys: Richtkraefte,,,Hayward Gallery Wide Open School 
,Jeanne van Heeswijk  ,Jeanne van Heeswijk,Artists,,,,,,,,,,,,,,,,,,,,,
AF,"Joseph Beuys, Richtkraefte (Directive Forces)","Beuys, Richtkraefte",Other artwork,1974,,"Exhibited at the Institute of Contemporary Art, London, Beuys's Richtkraefte (Directive Forces) involved the installation of 100 blackboards detailing his socially and politically engaged performative lecture practices. The work was created for the ICA's exhibition Art into Society, Society into Art and then moved on to be displayed at a number of other locations. The blackboards were eventually acquired as an artwork by the Nationalgalerie in Berlin. ",http://www.tate.org.uk/art/images/work/AR/AR00757_10.jpg,,"Institute of Contemporary Art, London, UK ",UK,"51.506360, -0.130919",,,,,,,Joseph Beuys ,,,,,,Institute of Contemporary Art Art into Society Society into Art 
AF,"Suzanne Lacy and the University of Local Knowledge, Mathematics of Participaton: Scale in Social Practice ","Lacy and ULK, Mathematics of Participation ",Initiatives,05/07/2012,06/07/2012,"As part of the Hayward Gallery initiative, Wide Open School, Suzanne Lacy and some of her collaborators presented the social initiative 'The University of Local Knowledge' as a case study of participatory art practice, and invited other artists and organisers to engage in presenting, discussing, and exploring their own projects. The aim of the sessions was to consider the implications of participatory projects within the current climate of austerity,  and in particular to consider issues of scale in these projects. ",,,"Hayward Gallery, London, UK",UK,"51.506293, -0.115264",All,Profession,,Discursive,Exhibition/museum visitors,,Suzanne Lacy ,,,The University of Local Knowledge,,,Hayward Gallery Wide Open School 
,The University of Local Knowledge,The University of Local Knowledge,Institutions - Other,2008,,"The University of Local Knowledge is a long term project initiated by Suzanne Lacy in collaboration with the Knowle West Media Centre and residents of Knowle West. Residents were invited to share their particular, personal expertise or knowledge on specific areas, through short films. These films have since been collated and are accessible, through their organisation into 'courses' on the ULK website. Anyone can access these videos, and local people are encourage to continue offering their particular knowledge. ",,,"Knowle West, Bristol, UK",UK ,"51.425283, -2.593320",Ethnic/social group,Shared background,,Generative,Mixed,,,,,,"Suzanne Lacy, Arnolfini ",,Hayward Gallery Wide Open School 
AF,"Bob and Roberta Smith with Anna Minton, classes for Wide Open School ","Smith and Minton, for Wide Open School ",Interventions,11/06/2012,17/06/2012,"Asked to contribute to the Hayward Gallery's Wide Open School, Bob and Roberta Smith, along with Anna Minton, produced three classes which considered the nature of public space in Britain. Beginning with a discussion of the role and importance of public space, Smith then asked participants to envisage their own public intervention, and then build a proposal of what that might creatively look like. Alongside this, Smith also ran a participatory workshop in which those involved discussed the possibility of music in public spaces, and then used the software 'Garageband' to create their own example. ",,,"Hayward Gallery, London, UK",UK,"51.506293, -0.115264",All,,,Mixed,Exhibition/museum visitors,,"Bob and Roberta Smith, Anna Minton ","Hannah Arendt, Richard Hamilton ",,,,,Hayward Gallery Wide Open School 
,Anna Minton ,Anna Minton ,Researchers/Thinkers,,,,,,,,,,,,,,,,,,,,,
AF,Hannah Arendt,Hannah Arendt ,Researchers/Thinkers,,,,,,,,,,,,,,,,,,,,,
,Bob and Roberta Smith  ,Bob and Roberta Smith  ,Artists,,,,,,,,,,,,,,,,,,,,,
,Richard Hamilton ,Richard Hamilton,Artists,,,,,,,,,,,,,,,,,,,,,
VR,"Moderna Museet, Stockholm",Moderna Museet,Institutions - Art,,,,,,"Stockholm, Sweden",Sweden ,"59.3260466,18.0824992",,,,,,,,,,,,,
AF,"Traffic, CAPC, Bordeaux",Traffic,Exhibitions,26/01/1996,24/03/1996 ,"The exhibition Traffic at CAPC, Bourdeaux, was curated by Nicolas Bourriaud, in response to what he saw as a significant shift in art making towards 'Relational Aesthetics'. The works he focused on involved situations in which the artist and the viewer were in some way relational to one another, often involving participation from the spectator. ",,,"CAPC, Bordeaux, France",France ,"44.848224, -0.572249",,,,,,,Nicolas Bourriaud,,,,,,
AF,Nicolas Bourriaud,Nicolas Bourriaud ,Researchers/Thinkers,,,,,,,,,,,,,,,,,Claire Bishop,,"Liam Gillick, Rirkrit Tiravanija, Chris Sperandino, Simon Grennan ",,
AF,Liam Gillick,Liam Gillick,Artists,,,,,,,,,,,,,,,,,,,,,Traffic CAPC Bordeaux
